Date,Title,Artist,Peak_Position,Last_Position,Weeks_on_Chart,Rank_in_Chart,New_on_Chart
2014-12-10,Cool Kids,Echosmith,13,30,21,36,False
2014-12-10,Rude,MAGIC!,1,33,32,37,False
2014-12-10,CoCo,O.T. Genasis,38,77,2,38,False
2014-12-10,Thinking Out Loud,Ed Sheeran,39,40,8,39,False
2014-12-10,Riptide,Vance Joy,32,34,23,40,False
2014-12-10,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,0,10,41,False
2014-12-10,Break Free,Ariana Grande Featuring Zedd,4,42,22,42,False
2014-12-10,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,39,13,43,False
2014-12-10,Fancy,Iggy Azalea Featuring Charli XCX,1,48,39,44,False
2014-12-10,Steal My Girl,One Direction,13,29,9,45,False
2014-12-10,Try Me,DeJ Loaf,46,47,6,46,False
2014-12-10,Shotgun Rider,Tim McGraw,45,45,9,47,False
2014-12-10,New Flame,Chris Brown Featuring Usher & Rick Ross,27,37,20,48,False
2014-12-10,Anaconda,Nicki Minaj,2,54,17,49,False
2014-12-10,Fireball,Pitbull Featuring John Ryan,23,68,17,50,False
2014-12-10,Stolen Dance,Milky Chance,41,41,19,51,False
2014-12-10,Something In The Water,Carrie Underwood,24,38,9,52,False
2014-12-10,Heroes (We Could Be),Alesso Featuring Tove Lo,53,53,9,53,False
2014-12-10,I Don't Mind,Usher Featuring Juicy J,54,95,2,54,False
2014-12-10,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,44,13,55,False
2014-12-10,I Bet My Life,Imagine Dragons,53,72,4,56,False
2014-12-10,Somewhere In My Car,Keith Urban,49,51,14,57,False
2014-12-10,About The Money,T.I. Featuring Young Thug,42,57,17,58,False
2014-12-10,Girl In A Country Song,Maddie & Tae,56,56,17,59,False
2014-12-10,"Mary, Did You Know?",Pentatonix,26,26,2,60,False
2014-12-10,Dangerous,David Guetta Featuring Sam Martin,61,66,6,61,False
2014-12-10,No Flex Zone,Rae Sremmurd,36,60,18,62,False
2014-12-10,0 To 100 / The Catch Up,Drake,35,59,19,63,False
2014-12-10,Perfect Storm,Brad Paisley,61,61,8,64,False
2014-12-10,Santa Tell Me,Ariana Grande,65,0,0,65,True
2014-12-10,Day Drinking,Little Big Town,40,58,19,66,False
2014-12-10,Ghost,Ella Henderson,52,52,5,67,False
2014-12-10,Sun Daze,Florida Georgia Line,68,73,6,68,False
2014-12-10,Talladega,Eric Church,69,71,6,69,False
2014-12-10,Guts Over Fear,Eminem Featuring Sia,22,0,3,70,False
2014-12-10,I Lived,OneRepublic,71,0,0,71,True
2014-12-10,No Love,August Alsina,69,75,11,72,False
2014-12-10,Try,Colbie Caillat,55,74,15,73,False
2014-12-10,Burnin' It Down,Jason Aldean,12,69,19,74,False
2014-12-10,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,18,94,9,75,False
2014-12-10,Look At You,Big & Rich,73,76,13,76,False
2014-12-10,Neon Light,Blake Shelton,43,64,15,77,False
2014-12-10,Drinking Class,Lee Brice,78,82,7,78,False
2014-12-10,Close Your Eyes,Parmalee,77,80,10,79,False
2014-12-10,i,Kendrick Lamar,39,62,10,80,False
2014-12-10,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,70,70,2,81,False
2014-12-10,Til It's Gone,Kenny Chesney,82,86,5,82,False
2014-12-10,Often,The Weeknd,83,84,7,83,False
2014-12-10,I Walk The Line,Craig Wayne Boyd,84,0,0,84,True
2014-12-10,In Your Arms,Nico & Vinz,72,81,7,85,False
2014-12-10,God Made Girls,RaeLynn,85,88,6,86,False
2014-12-10,Feelin' It,Scotty McCreery,84,87,10,87,False
2014-12-10,Shut Up And Dance,WALK THE MOON,88,0,3,88,False
2014-12-10,I See You,Luke Bryan,89,0,0,89,True
2014-12-10,Burnin' Up,Jessie J Featuring 2 Chainz,86,90,3,90,False
2014-12-10,Body Language,Kid Ink Featuring Usher & Tinashe,78,89,8,91,False
2014-12-10,Make Me Wanna,Thomas Rhett,92,96,3,92,False
2014-12-10,Sledgehammer,Fifth Harmony,93,0,0,93,True
2014-12-10,Time Of Our Lives,Pitbull & Ne-Yo,94,0,0,94,True
2014-12-10,This Is How We Do,Katy Perry,24,91,18,95,False
2014-12-10,She Knows,Ne-Yo Featuring Juicy J,96,0,2,96,False
2014-12-10,Mean To Me,Brett Eldredge,95,97,4,97,False
2014-12-10,Baby Don't Lie,Gwen Stefani,46,83,6,98,False
2014-12-10,Dear Future Husband,Meghan Trainor,93,0,5,99,False
2014-12-17,Blank Space,Taylor Swift,1,1,6,1,False
2014-12-17,Take Me To Church,Hozier,2,3,17,2,False
2014-12-17,All About That Bass,Meghan Trainor,1,2,22,3,False
2014-12-17,Animals,Maroon 5,3,5,16,4,False
2014-12-17,Uptown Funk!,Mark Ronson Featuring Bruno Mars,5,8,4,5,False
2014-12-17,Shake It Off,Taylor Swift,1,4,16,6,False
2014-12-17,I'm Not The Only One,Sam Smith,7,7,14,7,False
2014-12-17,Lips Are Movin,Meghan Trainor,8,13,7,8,False
2014-12-17,Jealous,Nick Jonas,8,11,13,9,False
2014-12-17,Love Me Harder,Ariana Grande & The Weeknd,7,10,9,10,False
2014-12-17,Habits (Stay High),Tove Lo,3,9,28,11,False
2014-12-17,The Heart Wants What It Wants,Selena Gomez,6,6,5,12,False
2014-12-17,7/11,Beyonce,13,18,2,13,False
2014-12-17,I Don't F**k With You,Big Sean Featuring E-40,11,15,11,14,False
2014-12-17,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,12,2,15,False
2014-12-17,Tuesday,I LOVE MAKONNEN Featuring Drake,12,16,11,16,False
2014-12-17,Don't,Ed Sheeran,9,17,26,17,False
2014-12-17,Waves,Mr. Probz,14,20,16,18,False
2014-12-17,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,14,19,19,False
2014-12-17,No Type,Rae Sremmurd,16,21,11,20,False
2014-12-17,Hot Boy,Bobby Shmurda,6,19,19,21,False
2014-12-17,Blame,Calvin Harris Featuring John Newman,19,23,13,22,False
2014-12-17,Stay With Me,Sam Smith,2,26,35,23,False
2014-12-17,Thinking Out Loud,Ed Sheeran,24,39,9,24,False
2014-12-17,Don't Tell 'Em,Jeremih Featuring YG,6,25,24,25,False
2014-12-17,Centuries,Fall Out Boy,22,28,13,26,False
2014-12-17,Trumpets,Jason Derulo,14,22,28,27,False
2014-12-17,CoCo,O.T. Genasis,28,38,3,28,False
2014-12-17,Beg For It,Iggy Azalea Featuring M0,29,29,7,29,False
2014-12-17,Black Widow,Iggy Azalea Featuring Rita Ora,3,24,23,30,False
2014-12-17,Chandelier,Sia,8,35,31,31,False
2014-12-17,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",27,33,6,32,False
2014-12-17,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,30,21,33,False
2014-12-17,Make It Rain,Ed Sheeran,34,0,0,34,True
2014-12-17,L.A.LOVE (la la),Fergie,27,27,9,35,False
2014-12-17,Rather Be,Clean Bandit Featuring Jess Glynne,10,32,26,36,False
2014-12-17,Riptide,Vance Joy,32,40,24,37,False
2014-12-17,"Mary, Did You Know?",Pentatonix,26,60,3,38,False
2014-12-17,Cool Kids,Echosmith,13,36,22,39,False
2014-12-17,The Blower's Daughter,Matt McAndrew,40,0,0,40,True
2014-12-17,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,43,14,41,False
2014-12-17,Rude,MAGIC!,1,37,33,42,False
2014-12-17,Shotgun Rider,Tim McGraw,43,47,10,43,False
2014-12-17,Stolen Dance,Milky Chance,41,51,20,44,False
2014-12-17,I Don't Mind,Usher Featuring Juicy J,45,54,3,45,False
2014-12-17,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,55,14,46,False
2014-12-17,New Flame,Chris Brown Featuring Usher & Rick Ross,27,48,21,47,False
2014-12-17,Try Me,DeJ Loaf,46,46,7,48,False
2014-12-17,Heroes (We Could Be),Alesso Featuring Tove Lo,49,53,10,49,False
2014-12-17,All I Want For Christmas Is You,Mariah Carey,21,0,8,50,False
2014-12-17,Night Changes,One Direction,31,31,3,51,False
2014-12-17,Something In The Water,Carrie Underwood,24,52,10,52,False
2014-12-17,About The Money,T.I. Featuring Young Thug,42,58,18,53,False
2014-12-17,Girl In A Country Song,Maddie & Tae,54,59,18,54,False
2014-12-17,Anaconda,Nicki Minaj,2,49,18,55,False
2014-12-17,Dangerous,David Guetta Featuring Sam Martin,56,61,7,56,False
2014-12-17,Perfect Storm,Brad Paisley,57,64,9,57,False
2014-12-17,Somewhere In My Car,Keith Urban,49,57,15,58,False
2014-12-17,Yellow Flicker Beat,Lorde,34,34,5,59,False
2014-12-17,Talladega,Eric Church,60,69,7,60,False
2014-12-17,God Made Girls,RaeLynn,61,86,7,61,False
2014-12-17,Ghost,Ella Henderson,52,67,6,62,False
2014-12-17,Steal My Girl,One Direction,13,45,10,63,False
2014-12-17,0 To 100 / The Catch Up,Drake,35,63,20,64,False
2014-12-17,Sun Daze,Florida Georgia Line,65,68,7,65,False
2014-12-17,No Flex Zone,Rae Sremmurd,36,62,19,66,False
2014-12-17,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,41,11,67,False
2014-12-17,I Bet My Life,Imagine Dragons,53,56,5,68,False
2014-12-17,No Love,August Alsina,69,72,12,69,False
2014-12-17,I See You,Luke Bryan,70,89,2,70,False
2014-12-17,Close Your Eyes,Parmalee,71,79,11,71,False
2014-12-17,Fireball,Pitbull Featuring John Ryan,23,50,18,72,False
2014-12-17,Til It's Gone,Kenny Chesney,73,82,6,73,False
2014-12-17,Try,Colbie Caillat,55,73,16,74,False
2014-12-17,Shut Up And Dance,WALK THE MOON,75,88,4,75,False
2014-12-17,Drinking Class,Lee Brice,76,78,8,76,False
2014-12-17,Often,The Weeknd,77,83,8,77,False
2014-12-17,I Lived,OneRepublic,71,71,2,78,False
2014-12-17,Burnin' It Down,Jason Aldean,12,74,20,79,False
2014-12-17,In Your Arms,Nico & Vinz,72,85,8,80,False
2014-12-17,Look At You,Big & Rich,73,76,14,81,False
2014-12-17,Day Drinking,Little Big Town,40,66,20,82,False
2014-12-17,Make Me Wanna,Thomas Rhett,83,92,4,83,False
2014-12-17,Body Language,Kid Ink Featuring Usher & Tinashe,78,91,9,84,False
2014-12-17,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,70,81,3,85,False
2014-12-17,Feelin' It,Scotty McCreery,84,87,11,86,False
2014-12-17,Prayer In C,Lillywood & Robin Schulz,87,0,0,87,True
2014-12-17,Mean To Me,Brett Eldredge,88,97,5,88,False
2014-12-17,Burnin' Up,Jessie J Featuring 2 Chainz,86,90,4,89,False
2014-12-17,Geronimo,Sheppard,90,0,0,90,True
2014-12-17,She Knows,Ne-Yo Featuring Juicy J,91,96,3,91,False
2014-12-17,Santa Tell Me,Ariana Grande,65,65,2,92,False
2014-12-17,Neon Light,Blake Shelton,43,77,16,93,False
2014-12-17,Just Gettin' Started,Jason Aldean,61,0,2,94,False
2014-12-17,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,95,0,0,95,True
2014-12-17,i,Kendrick Lamar,39,80,11,96,False
2014-12-17,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,84,0,4,97,False
2014-12-17,Like A Cowboy,Randy Houser,98,0,0,98,True
2014-12-17,Sledgehammer,Fifth Harmony,93,93,2,99,False
2014-12-24,Blank Space,Taylor Swift,1,1,7,1,False
2014-12-24,Take Me To Church,Hozier,2,2,18,2,False
2014-12-24,Uptown Funk!,Mark Ronson Featuring Bruno Mars,3,5,5,3,False
2014-12-24,Lips Are Movin,Meghan Trainor,4,8,8,4,False
2014-12-24,I'm Not The Only One,Sam Smith,5,7,15,5,False
2014-12-24,Thinking Out Loud,Ed Sheeran,6,24,10,6,False
2014-12-24,All About That Bass,Meghan Trainor,1,3,23,7,False
2014-12-24,Animals,Maroon 5,3,4,17,8,False
2014-12-24,Love Me Harder,Ariana Grande & The Weeknd,7,10,10,9,False
2014-12-24,Shake It Off,Taylor Swift,1,6,17,10,False
2014-12-24,Jealous,Nick Jonas,8,9,14,11,False
2014-12-24,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,32,7,12,False
2014-12-24,The Heart Wants What It Wants,Selena Gomez,6,12,6,13,False
2014-12-24,I Don't F**k With You,Big Sean Featuring E-40,11,14,12,14,False
2014-12-24,Habits (Stay High),Tove Lo,3,11,29,15,False
2014-12-24,Tuesday,I LOVE MAKONNEN Featuring Drake,12,16,12,16,False
2014-12-24,Don't,Ed Sheeran,9,17,27,17,False
2014-12-24,Waves,Mr. Probz,14,18,17,18,False
2014-12-24,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,19,20,19,False
2014-12-24,7/11,Beyonce,13,13,3,20,False
2014-12-24,Blame,Calvin Harris Featuring John Newman,19,22,14,21,False
2014-12-24,No Type,Rae Sremmurd,16,20,12,22,False
2014-12-24,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,15,3,23,False
2014-12-24,Hot Boy,Bobby Shmurda,6,21,20,24,False
2014-12-24,Stay With Me,Sam Smith,2,23,36,25,False
2014-12-24,Centuries,Fall Out Boy,22,26,14,26,False
2014-12-24,CoCo,O.T. Genasis,27,28,4,27,False
2014-12-24,Beg For It,Iggy Azalea Featuring M0,28,29,8,28,False
2014-12-24,Don't Tell 'Em,Jeremih Featuring YG,6,25,25,29,False
2014-12-24,Black Widow,Iggy Azalea Featuring Rita Ora,3,30,24,30,False
2014-12-24,Trumpets,Jason Derulo,14,27,29,31,False
2014-12-24,Riptide,Vance Joy,32,37,25,32,False
2014-12-24,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,33,22,33,False
2014-12-24,Chandelier,Sia,8,31,32,34,False
2014-12-24,Heroes (We Could Be),Alesso Featuring Tove Lo,35,49,11,35,False
2014-12-24,Rather Be,Clean Bandit Featuring Jess Glynne,10,36,27,36,False
2014-12-24,I Don't Mind,Usher Featuring Juicy J,37,45,4,37,False
2014-12-24,Something In The Water,Carrie Underwood,24,52,11,38,False
2014-12-24,Shotgun Rider,Tim McGraw,39,43,11,39,False
2014-12-24,All I Want For Christmas Is You,Mariah Carey,21,50,9,40,False
2014-12-24,L.A.LOVE (la la),Fergie,27,35,10,41,False
2014-12-24,Stolen Dance,Milky Chance,41,44,21,42,False
2014-12-24,Rude,MAGIC!,1,42,34,43,False
2014-12-24,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,41,15,44,False
2014-12-24,Try Me,DeJ Loaf,45,48,8,45,False
2014-12-24,Cool Kids,Echosmith,13,39,23,46,False
2014-12-24,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,46,15,47,False
2014-12-24,"Mary, Did You Know?",Pentatonix,26,38,4,48,False
2014-12-24,New Flame,Chris Brown Featuring Usher & Rick Ross,27,47,22,49,False
2014-12-24,About The Money,T.I. Featuring Young Thug,42,53,19,50,False
2014-12-24,Talladega,Eric Church,51,60,8,51,False
2014-12-24,Perfect Storm,Brad Paisley,52,57,10,52,False
2014-12-24,Night Changes,One Direction,31,51,4,53,False
2014-12-24,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,54,95,2,54,False
2014-12-24,Anaconda,Nicki Minaj,2,55,19,55,False
2014-12-24,Make It Rain,Ed Sheeran,34,34,2,56,False
2014-12-24,Ghost,Ella Henderson,52,62,7,57,False
2014-12-24,Sun Daze,Florida Georgia Line,58,65,8,58,False
2014-12-24,The Old Rugged Cross,Craig Wayne Boyd,59,0,0,59,True
2014-12-24,Dangerous,David Guetta Featuring Sam Martin,56,56,8,60,False
2014-12-24,I See You,Luke Bryan,61,70,3,61,False
2014-12-24,Girl In A Country Song,Maddie & Tae,54,54,19,62,False
2014-12-24,I Bet My Life,Imagine Dragons,53,68,6,63,False
2014-12-24,Santa Tell Me,Ariana Grande,64,92,3,64,False
2014-12-24,Somewhere In My Car,Keith Urban,49,58,16,65,False
2014-12-24,No Flex Zone,Rae Sremmurd,36,66,20,66,False
2014-12-24,I Lived,OneRepublic,67,78,3,67,False
2014-12-24,Til It's Gone,Kenny Chesney,68,73,7,68,False
2014-12-24,Close Your Eyes,Parmalee,69,71,12,69,False
2014-12-24,Steal My Girl,One Direction,13,63,11,70,False
2014-12-24,God Made Girls,RaeLynn,61,61,8,71,False
2014-12-24,Drinking Class,Lee Brice,72,76,9,72,False
2014-12-24,Wet Dreamz,J. Cole,73,0,0,73,True
2014-12-24,Often,The Weeknd,74,77,9,74,False
2014-12-24,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,67,12,75,False
2014-12-24,Style,Taylor Swift,60,0,2,76,False
2014-12-24,Try,Colbie Caillat,55,74,17,77,False
2014-12-24,No Love,August Alsina,69,69,13,78,False
2014-12-24,Prayer In C,Lillywood & Robin Schulz,79,87,2,79,False
2014-12-24,Make Me Wanna,Thomas Rhett,80,83,5,80,False
2014-12-24,Make It Rain,Matt McAndrew,81,0,0,81,True
2014-12-24,Mean To Me,Brett Eldredge,82,88,6,82,False
2014-12-24,Shut Up And Dance,WALK THE MOON,75,75,5,83,False
2014-12-24,Just Gettin' Started,Jason Aldean,61,94,3,84,False
2014-12-24,She Knows,Ne-Yo Featuring Juicy J,85,91,4,85,False
2014-12-24,Yellow Flicker Beat,Lorde,34,59,6,86,False
2014-12-24,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,84,97,5,87,False
2014-12-24,Fireball,Pitbull Featuring John Ryan,23,72,19,88,False
2014-12-24,In Your Arms,Nico & Vinz,72,80,9,89,False
2014-12-24,Have Yourself A Merry Little Christmas,Sam Smith,90,0,0,90,True
2014-12-24,Like A Cowboy,Randy Houser,91,98,2,91,False
2014-12-24,Body Language,Kid Ink Featuring Usher & Tinashe,78,84,10,92,False
2014-12-24,Come Join The Murder,The White Buffalo & The Forest Rangers,93,0,0,93,True
2014-12-24,Sledgehammer,Fifth Harmony,93,99,3,94,False
2014-12-24,No Role Modelz,J. Cole,95,0,0,95,True
2014-12-24,Burnin' Up,Jessie J Featuring 2 Chainz,86,89,5,96,False
2014-12-24,Homegrown Honey,Darius Rucker,97,0,3,97,False
2014-12-24,When I Was Your Man,Chris Jamison,98,0,0,98,True
2014-12-24,Neon Light,Blake Shelton,43,93,17,99,False
2014-12-31,Blank Space,Taylor Swift,1,1,8,1,False
2014-12-31,Take Me To Church,Hozier,2,2,19,2,False
2014-12-31,Uptown Funk!,Mark Ronson Featuring Bruno Mars,3,3,6,3,False
2014-12-31,Thinking Out Loud,Ed Sheeran,4,6,11,4,False
2014-12-31,Lips Are Movin,Meghan Trainor,4,4,9,5,False
2014-12-31,I'm Not The Only One,Sam Smith,5,5,16,6,False
2014-12-31,Love Me Harder,Ariana Grande & The Weeknd,7,9,11,7,False
2014-12-31,Jealous,Nick Jonas,8,11,15,8,False
2014-12-31,Animals,Maroon 5,3,8,18,9,False
2014-12-31,All About That Bass,Meghan Trainor,1,7,24,10,False
2014-12-31,Shake It Off,Taylor Swift,1,10,18,11,False
2014-12-31,I Don't F**k With You,Big Sean Featuring E-40,11,14,13,12,False
2014-12-31,The Heart Wants What It Wants,Selena Gomez,6,13,7,13,False
2014-12-31,Wasted Love,Matt McAndrew,14,0,0,14,True
2014-12-31,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,12,8,15,False
2014-12-31,Habits (Stay High),Tove Lo,3,15,30,16,False
2014-12-31,Tuesday,I LOVE MAKONNEN Featuring Drake,12,16,13,17,False
2014-12-31,Waves,Mr. Probz,14,18,18,18,False
2014-12-31,Don't,Ed Sheeran,9,17,28,19,False
2014-12-31,Centuries,Fall Out Boy,20,26,15,20,False
2014-12-31,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,23,4,21,False
2014-12-31,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,19,21,22,False
2014-12-31,No Type,Rae Sremmurd,16,22,13,23,False
2014-12-31,7/11,Beyonce,13,20,4,24,False
2014-12-31,Hot Boy,Bobby Shmurda,6,24,21,25,False
2014-12-31,Blame,Calvin Harris Featuring John Newman,19,21,15,26,False
2014-12-31,Stay With Me,Sam Smith,2,25,37,27,False
2014-12-31,CoCo,O.T. Genasis,27,27,5,28,False
2014-12-31,Beg For It,Iggy Azalea Featuring M0,28,28,9,29,False
2014-12-31,Don't Tell 'Em,Jeremih Featuring YG,6,29,26,30,False
2014-12-31,I Don't Mind,Usher Featuring Juicy J,31,37,5,31,False
2014-12-31,Riptide,Vance Joy,32,32,26,32,False
2014-12-31,Black Widow,Iggy Azalea Featuring Rita Ora,3,30,25,33,False
2014-12-31,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,34,0,0,34,True
2014-12-31,All I Want For Christmas Is You,Mariah Carey,21,40,10,35,False
2014-12-31,Heroes (We Could Be),Alesso Featuring Tove Lo,35,35,12,36,False
2014-12-31,Trumpets,Jason Derulo,14,31,30,37,False
2014-12-31,Shotgun Rider,Tim McGraw,38,39,12,38,False
2014-12-31,Stolen Dance,Milky Chance,39,42,22,39,False
2014-12-31,Chandelier,Sia,8,34,33,40,False
2014-12-31,Something In The Water,Carrie Underwood,24,38,12,41,False
2014-12-31,Santa Tell Me,Ariana Grande,42,64,4,42,False
2014-12-31,Feeling Myself,Nicki Minaj Featuring Beyonce,43,0,0,43,True
2014-12-31,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,33,23,44,False
2014-12-31,Rather Be,Clean Bandit Featuring Jess Glynne,10,36,28,45,False
2014-12-31,Try Me,DeJ Loaf,45,45,9,46,False
2014-12-31,Ghost,Ella Henderson,47,57,8,47,False
2014-12-31,Anaconda,Nicki Minaj,2,55,20,48,False
2014-12-31,Rude,MAGIC!,1,43,35,49,False
2014-12-31,Night Changes,One Direction,31,53,5,50,False
2014-12-31,Talladega,Eric Church,51,51,9,51,False
2014-12-31,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,47,16,52,False
2014-12-31,Velvet,Chris Jamison,53,0,0,53,True
2014-12-31,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,44,16,54,False
2014-12-31,L.A.LOVE (la la),Fergie,27,41,11,55,False
2014-12-31,About The Money,T.I. Featuring Young Thug,42,50,20,56,False
2014-12-31,Sun Daze,Florida Georgia Line,57,58,9,57,False
2014-12-31,"Mary, Did You Know?",Pentatonix,26,48,5,58,False
2014-12-31,Perfect Storm,Brad Paisley,52,52,11,59,False
2014-12-31,I Bet My Life,Imagine Dragons,53,63,7,60,False
2014-12-31,I See You,Luke Bryan,61,61,4,61,False
2014-12-31,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,62,0,4,62,False
2014-12-31,Lost Without U,Chris Jamison & Adam Levine,63,0,0,63,True
2014-12-31,I Lived,OneRepublic,64,67,4,64,False
2014-12-31,Masterpiece,Jessie J,65,0,0,65,True
2014-12-31,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,54,54,3,66,False
2014-12-31,Til It's Gone,Kenny Chesney,67,68,8,67,False
2014-12-31,Dangerous,David Guetta Featuring Sam Martin,56,60,9,68,False
2014-12-31,Prayer In C,Lillywood & Robin Schulz,69,79,3,69,False
2014-12-31,Steal My Girl,One Direction,13,70,12,70,False
2014-12-31,Close Your Eyes,Parmalee,69,69,13,71,False
2014-12-31,Drinking Class,Lee Brice,72,72,10,72,False
2014-12-31,Just Gettin' Started,Jason Aldean,61,84,4,73,False
2014-12-31,Soldier,Damien,74,0,0,74,True
2014-12-31,Sledgehammer,Fifth Harmony,75,94,4,75,False
2014-12-31,Make Me Wanna,Thomas Rhett,76,80,6,76,False
2014-12-31,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,77,87,6,77,False
2014-12-31,God Made Girls,RaeLynn,61,71,9,78,False
2014-12-31,She Knows,Ne-Yo Featuring Juicy J,79,85,5,79,False
2014-12-31,Somewhere In My Car,Keith Urban,49,65,17,80,False
2014-12-31,Often,The Weeknd,74,74,10,81,False
2014-12-31,Mean To Me,Brett Eldredge,82,82,7,82,False
2014-12-31,Lost Stars,Matt McAndrew & Adam Levine,83,0,0,83,True
